lead_id,account_id,email,first_touch_channel,first_touch_session_id,utm_source,utm_medium,campaign,landing_page,lead_score,lead_date,is_mql,converted_to_opp_date
LEAD-005436,ACC-00745,contato5435@correia-me.net.br,meta_ads,SES-00004751,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,33,2024-01-18,0,
LEAD-005437,ACC-01958,contato5436@campos-me.com.br,organic_search,SES-00090349,google,organic,,/lp/demo-gratis,41,2024-01-18,0,
LEAD-005438,ACC-01067,contato5437@correia.com.br,organic_search,SES-00148286,google,organic,,/lp/demo-gratis,40,2024-01-18,0,
LEAD-005439,ACC-00320,contato5438@damatamachad.com.br,paid_search,SES-00076264,google,cpc,pesquisa_concorrentes_q1_2024,/lp/roi-calculator,32,2024-01-18,0,
LEAD-005440,ACC-00714,contato5439@darosa.com.br,linkedin_ads,SES-00075019,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,44,2024-01-18,0,
LEAD-005441,ACC-00342,contato5440@vieiras.a..com.br,organic_search,SES-00051316,google,organic,,/lp/demo-gratis,26,2024-01-18,0,
LEAD-005442,ACC-01535,contato5441@machado.com.br,organic_search,SES-00098169,google,organic,(not set),/lp/demo-gratis,69,2024-01-18,0,
LEAD-005443,ACC-01904,contato5442@mendesmendon.com.br,direct,SES-00071973,(direct),(none),(direct),/lp/comparativo-erp,16,2024-01-18,0,
LEAD-005444,ACC-00142,contato5443@damata.com.br,organic_search,SES-00114131,google,organic,,/lp/demo-gratis,24,2024-01-19,0,
LEAD-005445,ACC-00645,contato5444@guerras/a.org.br,meta_ads,SES-00083390,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,48,2024-01-19,0,
LEAD-005446,ACC-01887,contato5445@sampaioefilh.org.br,organic_search,SES-00083636,google,organic,(none),/lp/demo-gratis,28,2024-01-19,0,
LEAD-005447,ACC-01486,contato5446@sampaio-me.com.br,paid_search,SES-00124096,google,cpc,google_branded_2024,/lp/roi-calculator,35,2024-01-19,0,
LEAD-005448,ACC-01600,contato5447@darosa.com.br,organic_search,SES-00055060,google,organic,,/lp/demo-gratis,35,2024-01-19,0,
LEAD-005449,ACC-01576,contato5448@dacunha.com.br,meta_ads,SES-00103398,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,21,2024-01-19,0,
LEAD-005450,ACC-00995,contato5449@oliveirarodr.org.br,meta_ads,SES-00028481,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,33,2024-01-19,0,
LEAD-005451,ACC-01561,contato5450@lopes.net.br,meta_ads,SES-00060074,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,61,2024-01-19,0,
LEAD-005452,ACC-00695,contato5451@cavalcanti.org.br,organic_search,SES-00048782,google,organic,(none),/lp/demo-gratis,39,2024-01-19,0,
LEAD-005453,ACC-00053,contato5452@montenegro.com.br,paid_search,SES-00026778,google,cpc,google_branded_2024,/lp/roi-calculator,38,2024-01-19,0,
LEAD-005454,ACC-01005,contato5453@rocha.com.br,organic_search,SES-00008606,google,organic,,/lp/demo-gratis,29,2024-01-19,0,
LEAD-005455,ACC-00717,contato5454@costa.com.br,webinar_evento,SES-00109016,webinar,evento,campanha-natal-2024,/lp/demo-gratis,40,2024-01-19,0,
LEAD-005456,ACC-00739,contato5455@andrade.com.br,email_marketing,SES-00144369,email,email,email_reengajamento_q1_2024,/webinar/integracao-erp-ao-vivo,56,2024-01-19,0,
LEAD-005457,ACC-01079,contato5456@montenegro.com.br,meta_ads,SES-00087523,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,30,2024-01-19,0,
LEAD-005458,ACC-00766,contato5457@rodrigues.com.br,linkedin_ads,SES-00038270,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,17,2024-01-19,0,
LEAD-005459,ACC-01791,contato5458@dacunha.com.br,organic_search,SES-00020952,google,organic,(none),/lp/demo-gratis,58,2024-01-19,0,
LEAD-005460,ACC-00271,contato5459@leão.org.br,meta_ads,SES-00003599,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,35,2024-01-19,0,
LEAD-005461,ACC-00465,contato5460@nascimento.com.br,paid_search,SES-00113103,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,49,2024-01-20,0,
LEAD-005462,ACC-00731,contato5461@costa.com.br,organic_search,SES-00088216,google,organic,(not set),/lp/demo-gratis,53,2024-01-20,0,
LEAD-005463,ACC-00415,contato5462@jesusmontene.com.br,linkedin_ads,SES-00030272,linkedin,paid_social,linkedin_prospeccao_q1_2024,/lp/comparativo-erp,29,2024-01-20,0,
LEAD-005464,ACC-00284,contato5463@caldeira.org.br,webinar_evento,SES-00055628,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,39,2024-01-21,0,
LEAD-005465,ACC-01299,contato5464@guerra.com.br,direct,SES-00041336,(direct),(none),(direct),/lp/comparativo-erp,43,2024-01-21,0,
LEAD-005466,ACC-01816,contato5465@damota.com.br,linkedin_ads,SES-00113520,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,33,2024-01-21,0,
LEAD-005467,ACC-00452,contato5466@araújo-ei.com.br,organic_search,SES-00037946,google,organic,(none),/lp/demo-gratis,59,2024-01-22,0,
LEAD-005468,ACC-00745,contato5467@correia-me.net.br,paid_search,SES-00133685,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,55,2024-01-22,0,
LEAD-005469,ACC-00501,contato5468@albuquerque.com.br,organic_search,SES-00058470,google,organic,(none),/lp/demo-gratis,40,2024-01-22,0,
LEAD-005470,ACC-00248,contato5469@barbosa.com.br,organic_search,SES-00018076,google,organic,(not set),/lp/demo-gratis,22,2024-01-22,0,
LEAD-005471,ACC-01703,contato5470@martins-ei.net.br,organic_search,SES-00048548,google,organic,,/lp/demo-gratis,43,2024-01-22,0,
LEAD-005472,ACC-01865,contato5471@azevedo-me.com.br,organic_search,SES-00052660,google,organic,(none),/lp/demo-gratis,47,2024-01-22,0,
LEAD-005473,ACC-00557,contato5472@brito.com.br,email_marketing,SES-00012015,email,email,campanha_email_01-2024,/webinar/integracao-erp-ao-vivo,15,2024-01-22,0,
LEAD-005474,ACC-01107,contato5473@lima.com.br,webinar_evento,SES-00113647,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,48,2024-01-22,0,
LEAD-005475,ACC-01948,contato5474@darocha.com.br,direct,SES-00045520,(direct),(none),(direct),/lp/comparativo-erp,15,2024-01-22,0,
LEAD-005476,ACC-00345,contato5475@damata.com.br,meta_ads,SES-00084584,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,47,2024-01-22,0,
LEAD-005477,ACC-00125,contato5476@barbosapasto.com.br,paid_search,SES-00141614,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,37,2024-01-22,0,
LEAD-005478,ACC-01284,contato5477@peixotoporto.com.br,organic_search,SES-00005506,google,organic,(not set),/lp/demo-gratis,36,2024-01-22,0,
LEAD-005479,ACC-01543,contato5478@campos.com.br,webinar_evento,SES-00132394,webinar,evento,campanha-natal-2024,/lp/demo-gratis,37,2024-01-22,0,
LEAD-005480,ACC-00439,contato5479@albuquerques.com.br,organic_search,SES-00027213,google,organic,,/lp/demo-gratis,38,2024-01-22,0,
LEAD-005481,ACC-00004,contato5480@novaiss.a..org.br,webinar_evento,SES-00135682,webinar,evento,bf-23,/lp/demo-gratis,48,2024-01-22,0,
LEAD-005482,ACC-00451,contato5481@moura-me.com.br,webinar_evento,SES-00071430,webinar,evento,campanha-natal-2024,/lp/demo-gratis,33,2024-01-22,0,
LEAD-005483,ACC-00162,contato5482@peixoto.net.br,organic_search,SES-00022767,google,organic,(none),/lp/demo-gratis,29,2024-01-22,0,
LEAD-005484,ACC-00414,contato5483@cassiano.com.br,linkedin_ads,SES-00026465,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,34,2024-01-22,0,
LEAD-005485,ACC-01135,contato5484@pereira.org.br,direct,SES-00111319,(direct),(none),,/lp/comparativo-erp,32,2024-01-22,0,
LEAD-005486,ACC-01482,contato5485@pastor.net.br,paid_search,SES-00055982,google,cpc,google_branded_2024,/lp/roi-calculator,17,2024-01-23,0,
LEAD-005487,ACC-01235,contato5486@borges.org.br,organic_search,SES-00048910,google,organic,,/lp/demo-gratis,56,2024-01-23,0,
LEAD-005488,ACC-00867,contato5487@leãonogueira.com.br,organic_search,SES-00071862,google,organic,,/lp/demo-gratis,42,2024-01-23,0,
LEAD-005489,ACC-00820,contato5488@cassiano.org.br,direct,SES-00000069,(direct),(none),,/lp/comparativo-erp,35,2024-01-23,0,
LEAD-005490,ACC-01046,contato5489@duarte.net.br,webinar_evento,SES-00099737,webinar,evento,black_friday_2023,/lp/demo-gratis,25,2024-01-23,0,
LEAD-005491,ACC-00888,contato5490@gonçalves.net.br,direct,SES-00021735,(direct),(none),,/lp/comparativo-erp,37,2024-01-23,0,
LEAD-005492,ACC-00116,contato5491@duarte.com.br,meta_ads,SES-00050093,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,36,2024-01-23,0,
LEAD-005493,ACC-01742,contato5492@azevedo.com.br,email_marketing,SES-00093124,email,email,email_reengajamento_q1_2024,/webinar/integracao-erp-ao-vivo,45,2024-01-23,0,
LEAD-005494,ACC-01029,contato5493@correia.com.br,organic_search,SES-00086453,google,organic,(not set),/lp/demo-gratis,35,2024-01-23,0,
LEAD-005495,ACC-01154,contato5494@camargoefilh.net.br,organic_search,SES-00143320,google,organic,(none),/lp/demo-gratis,56,2024-01-23,0,
LEAD-005496,ACC-00821,contato5495@montenegrome.com.br,webinar_evento,SES-00060103,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,61,2024-01-23,0,
LEAD-005497,ACC-00575,contato5496@diasmachado-.com.br,paid_search,SES-00119987,google,cpc,google_branded_2024,/lp/roi-calculator,28,2024-01-23,0,
LEAD-005498,ACC-01377,contato5497@meloferreira.com.br,email_marketing,SES-00119767,email,email,newsletter_mensal_01_2024,/webinar/integracao-erp-ao-vivo,30,2024-01-23,0,
LEAD-005499,ACC-01531,contato5498@marques.com.br,organic_search,SES-00042781,google,organic,(not set),/lp/demo-gratis,32,2024-01-23,0,
LEAD-005500,ACC-00386,contato5499@mendes.org.br,organic_search,SES-00048477,google,organic,(none),/lp/demo-gratis,32,2024-01-23,0,
LEAD-005501,ACC-00991,contato5500@dacosta.net.br,email_marketing,SES-00077983,email,email,campanha_email_01-2024,/webinar/integracao-erp-ao-vivo,36,2024-01-23,0,
LEAD-005502,ACC-01919,contato5501@pereira.net.br,email_marketing,SES-00045667,email,email,email_nurture_leads_2024,/webinar/integracao-erp-ao-vivo,34,2024-01-23,0,
LEAD-005503,ACC-01488,contato5502@fernandesmon.org.br,linkedin_ads,SES-00013858,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,45,2024-01-23,0,
LEAD-005504,ACC-01615,contato5503@dapazsilveir.com.br,direct,SES-00105219,(direct),(none),,/lp/comparativo-erp,18,2024-01-23,0,
LEAD-005505,ACC-00162,contato5504@peixoto.net.br,organic_search,SES-00072303,google,organic,,/lp/demo-gratis,27,2024-01-23,0,
LEAD-005506,ACC-01713,contato5505@albuquerquee.com.br,linkedin_ads,SES-00045845,linkedin,paid_social,linkedin_prospecao_q1_2024,/lp/comparativo-erp,40,2024-01-23,0,
LEAD-005507,ACC-00897,contato5506@silveirapach.com.br,paid_search,SES-00140610,google,cpc,google_branded_2024,/lp/roi-calculator,37,2024-01-23,0,
LEAD-005508,ACC-00002,contato5507@carvalhosous.com.br,organic_search,SES-00122907,google,organic,(none),/lp/demo-gratis,20,2024-01-24,0,
LEAD-005509,ACC-00441,contato5508@borges.org.br,linkedin_ads,SES-00059021,linkedin,paid_social,linkedin_prospecao_q1_2024,/lp/comparativo-erp,24,2024-01-24,0,
LEAD-005510,ACC-00118,contato5509@melos/a.org.br,organic_search,SES-00017812,google,organic,,/lp/demo-gratis,62,2024-01-24,0,
LEAD-005511,ACC-01647,contato5510@viana.com.br,organic_search,SES-00125308,google,organic,(not set),/lp/demo-gratis,40,2024-01-24,0,
LEAD-005512,ACC-00335,contato5511@gomes-me.com.br,meta_ads,SES-00049913,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,34,2024-01-24,0,
LEAD-005513,ACC-01484,contato5512@nascimentolt.com.br,organic_search,SES-00111280,google,organic,,/lp/demo-gratis,24,2024-01-24,0,
LEAD-005514,ACC-01989,contato5513@mendes.org.br,webinar_evento,SES-00085799,webinar,evento,black_friday_2023,/lp/demo-gratis,26,2024-01-24,0,
LEAD-005515,ACC-01466,contato5514@costa.com.br,paid_search,SES-00105257,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,18,2024-01-24,0,
LEAD-005516,ACC-00857,contato5515@novaes.com.br,paid_search,SES-00068243,google,cpc,pesquisa_concorrentes_q1_2024,/lp/roi-calculator,51,2024-01-24,0,
LEAD-005517,ACC-00333,contato5516@dacosta.com.br,meta_ads,SES-00101296,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,34,2024-01-24,0,
LEAD-005518,ACC-01588,contato5517@novaess/a.com.br,organic_search,SES-00094131,google,organic,,/lp/demo-gratis,34,2024-01-24,0,
LEAD-005519,ACC-00558,contato5518@dias.net.br,paid_search,SES-00065148,google,cpc,google_branded_2024,/lp/roi-calculator,46,2024-01-24,0,
LEAD-005520,ACC-00570,contato5519@rochasantosl.com.br,linkedin_ads,SES-00101770,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,16,2024-01-24,0,
LEAD-005521,ACC-00639,contato5520@daconceiçãoe.com.br,organic_search,SES-00134619,google,organic,(none),/lp/demo-gratis,55,2024-01-24,0,
LEAD-005522,ACC-00647,contato5521@freitass.a..org.br,organic_search,SES-00038915,google,organic,(not set),/lp/demo-gratis,34,2024-01-24,0,
LEAD-005523,ACC-01816,contato5522@damota.com.br,paid_search,SES-00005765,google,cpc,google_branded_2024,/lp/roi-calculator,51,2024-01-24,0,
LEAD-005524,ACC-01585,contato5523@monteiromour.com.br,organic_search,SES-00009741,google,organic,(not set),/lp/demo-gratis,36,2024-01-24,0,
LEAD-005525,ACC-01604,contato5524@cavalcantes..com.br,organic_search,SES-00126600,google,organic,,/lp/demo-gratis,45,2024-01-24,0,
LEAD-005526,ACC-01272,contato5525@souza.org.br,paid_search,SES-00034249,google,cpc,pesquisa_concorrentes_q1_2024,/lp/roi-calculator,36,2024-01-24,0,
LEAD-005527,ACC-00539,contato5526@mendesdiass..net.br,linkedin_ads,SES-00030502,linkedin,paid_social,linkedin_prospeccao_q1_2024,/lp/comparativo-erp,47,2024-01-24,0,
LEAD-005528,ACC-00379,contato5527@montenegroef.com.br,paid_search,SES-00120527,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,24,2024-01-24,0,
LEAD-005529,ACC-01645,contato5528@damota-ei.com.br,organic_search,SES-00096214,google,organic,(not set),/lp/demo-gratis,45,2024-01-24,0,
LEAD-005530,ACC-01531,contato5529@marques.com.br,webinar_evento,SES-00085240,webinar,evento,black_friday_2023,/lp/demo-gratis,20,2024-01-24,0,
LEAD-005531,ACC-00491,contato5530@darocha.net.br,meta_ads,SES-00108758,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,41,2024-01-24,0,
LEAD-005532,ACC-00417,contato5531@moura.org.br,organic_search,SES-00142185,google,organic,(none),/lp/demo-gratis,45,2024-01-24,0,
LEAD-005533,ACC-00162,contato5532@peixoto.net.br,paid_search,SES-00028202,google,cpc,pesquisa_concorrentes_q1_2024,/lp/roi-calculator,23,2024-01-24,0,
LEAD-005534,ACC-01117,contato5533@aragão.net.br,webinar_evento,SES-00044435,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,34,2024-01-25,0,
LEAD-005535,ACC-00843,contato5534@machado.net.br,linkedin_ads,SES-00052574,linkedin,paid_social,linkedin_prospeccao_q1_2024,/lp/comparativo-erp,20,2024-01-25,0,
LEAD-005536,ACC-01590,contato5535@fogaça.com.br,meta_ads,SES-00082894,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,27,2024-01-25,0,
LEAD-005537,ACC-00298,contato5536@araújomachad.net.br,email_marketing,SES-00057643,email,email,email_nurture_leads_2024,/webinar/integracao-erp-ao-vivo,34,2024-01-25,0,
LEAD-005538,ACC-00339,contato5537@ramos.com.br,linkedin_ads,SES-00102757,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,58,2024-01-25,0,
LEAD-005539,ACC-01559,contato5538@monteirodamo.net.br,paid_search,SES-00079073,google,cpc,google_branded_2024,/lp/roi-calculator,31,2024-01-25,0,
LEAD-005540,ACC-01219,contato5539@mendes.org.br,linkedin_ads,SES-00127294,linkedin,paid_social,linkedin_prospecao_q1_2024,/lp/comparativo-erp,23,2024-01-25,0,
LEAD-005541,ACC-01399,contato5540@moraes-me.org.br,organic_search,SES-00014494,google,organic,(none),/lp/demo-gratis,29,2024-01-25,0,
LEAD-005542,ACC-00038,contato5541@daconceiçãos.net.br,paid_search,SES-00126194,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,36,2024-01-25,0,
LEAD-005543,ACC-01573,contato5542@fariass/a.net.br,organic_search,SES-00035684,google,organic,(none),/lp/demo-gratis,50,2024-01-25,0,
LEAD-005544,ACC-00934,contato5543@pintoribeiro.com.br,paid_search,SES-00056317,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,53,2024-01-25,0,
LEAD-005545,ACC-00523,contato5544@barrosltda..com.br,webinar_evento,SES-00131905,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,23,2024-01-25,0,
LEAD-005546,ACC-01796,contato5545@melodaconcei.net.br,organic_search,SES-00069902,google,organic,(none),/lp/demo-gratis,22,2024-01-25,0,
LEAD-005547,ACC-01612,contato5546@novaes.com.br,direct,SES-00146940,(direct),(none),(direct),/lp/comparativo-erp,57,2024-01-25,0,
LEAD-005548,ACC-01967,contato5547@fonseca.com.br,organic_search,SES-00113121,google,organic,,/lp/demo-gratis,15,2024-01-25,0,
LEAD-005549,ACC-01255,contato5548@pimenta.net.br,organic_search,SES-00073079,google,organic,(not set),/lp/demo-gratis,35,2024-01-26,0,
LEAD-005550,ACC-01235,contato5549@borges.org.br,direct,SES-00066304,(direct),(none),(not set),/lp/comparativo-erp,19,2024-01-26,0,
LEAD-005551,ACC-00823,contato5550@montenegros..net.br,meta_ads,SES-00064122,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,52,2024-01-26,0,
LEAD-005552,ACC-00524,contato5551@sousagomeslt.org.br,webinar_evento,SES-00049728,webinar,evento,black_friday_2023,/lp/demo-gratis,29,2024-01-26,0,
LEAD-005553,ACC-01008,contato5552@pires.com.br,direct,SES-00006220,(direct),(none),(direct),/lp/comparativo-erp,20,2024-01-26,0,
LEAD-005554,ACC-01227,contato5553@sousaefilhos.net.br,organic_search,SES-00109111,google,organic,(none),/lp/demo-gratis,45,2024-01-26,0,
LEAD-005555,ACC-00165,contato5554@peixotos/a.com.br,organic_search,SES-00106414,google,organic,(not set),/lp/demo-gratis,20,2024-01-26,0,
LEAD-005556,ACC-01490,contato5555@porto.org.br,webinar_evento,SES-00089629,webinar,evento,black_friday_2023,/lp/demo-gratis,54,2024-01-26,0,
LEAD-005557,ACC-00659,contato5556@barbosacosta.net.br,direct,SES-00085851,(direct),(none),(not set),/lp/comparativo-erp,30,2024-01-26,0,
LEAD-005558,ACC-00457,contato5557@gonçalvesltd.com.br,paid_search,SES-00117340,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,37,2024-01-26,0,
LEAD-005559,ACC-01141,contato5558@azevedocaval.com.br,organic_search,SES-00082397,google,organic,(none),/lp/demo-gratis,38,2024-01-26,0,
LEAD-005560,ACC-00526,contato5559@caldeira.net.br,direct,SES-00147688,(direct),(none),(not set),/lp/comparativo-erp,31,2024-01-26,0,
LEAD-005561,ACC-00441,contato5560@borges.org.br,organic_search,SES-00023699,google,organic,,/lp/demo-gratis,21,2024-01-26,0,
LEAD-005562,ACC-01738,contato5561@barbosavasco.com.br,linkedin_ads,SES-00008989,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,36,2024-01-26,0,
LEAD-005563,ACC-01066,contato5562@aparecidas.a.com.br,webinar_evento,SES-00101375,webinar,evento,webinar_integracao_erp_2024,/lp/demo-gratis,17,2024-01-26,0,
LEAD-005564,ACC-00553,contato5563@machadofreit.com.br,email_marketing,SES-00052281,email,email,email_reengajamento_q1_2024,/webinar/integracao-erp-ao-vivo,39,2024-01-26,0,
LEAD-005565,ACC-00846,contato5564@rocha.org.br,organic_search,SES-00042701,google,organic,(none),/lp/demo-gratis,38,2024-01-26,0,
LEAD-005566,ACC-01048,contato5565@aragão.net.br,linkedin_ads,SES-00041703,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,29,2024-01-26,0,
LEAD-005567,ACC-00868,contato5566@câmara.com.br,linkedin_ads,SES-00079299,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,29,2024-01-26,0,
LEAD-005568,ACC-01198,contato5567@vasconcelos.com.br,linkedin_ads,SES-00129423,linkedin,paid_social,linkedin_prospecao_q1_2024,/lp/comparativo-erp,33,2024-01-26,0,
LEAD-005569,ACC-01637,contato5568@cassianosá-e.net.br,paid_search,SES-00014699,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,49,2024-01-27,0,
LEAD-005570,ACC-01904,contato5569@mendesmendon.com.br,meta_ads,SES-00028863,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,38,2024-01-27,0,
LEAD-005571,ACC-01072,contato5570@freitas.com.br,organic_search,SES-00109439,google,organic,,/lp/demo-gratis,12,2024-01-27,0,
LEAD-005572,ACC-00531,contato5571@oliveiramore.org.br,organic_search,SES-00014523,google,organic,(none),/lp/demo-gratis,42,2024-01-28,0,
LEAD-005573,ACC-01993,contato5572@fogaça.com.br,organic_search,SES-00016213,google,organic,(none),/lp/demo-gratis,38,2024-01-28,0,
LEAD-005574,ACC-00994,contato5573@damota.com.br,paid_search,SES-00036869,google,cpc,google_branded_2024,/lp/roi-calculator,36,2024-01-28,0,
LEAD-005575,ACC-00644,contato5574@montenegroef.com.br,email_marketing,SES-00145734,email,email,email_reengajamento_q1_2024,/webinar/integracao-erp-ao-vivo,47,2024-01-28,0,
LEAD-005576,ACC-01025,contato5575@moreiras.a..com.br,paid_search,SES-00145253,google,cpc,google_branded_2024,/lp/roi-calculator,32,2024-01-29,0,
LEAD-005577,ACC-00803,contato5576@camargo-ei.com.br,linkedin_ads,SES-00022776,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,32,2024-01-29,0,
LEAD-005578,ACC-00414,contato5577@cassiano.com.br,webinar_evento,SES-00103569,webinar,evento,campanha_natal_2024,/lp/demo-gratis,26,2024-01-29,0,
LEAD-005579,ACC-00866,contato5578@moura.net.br,webinar_evento,SES-00016679,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,19,2024-01-29,0,
LEAD-005580,ACC-01891,contato5579@montenegro.com.br,meta_ads,SES-00136231,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,42,2024-01-29,0,
LEAD-005581,ACC-00073,contato5580@alves.org.br,paid_search,SES-00092425,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,55,2024-01-29,0,
LEAD-005582,ACC-01744,contato5581@daconceição.com.br,email_marketing,SES-00056599,email,email,email_reengajamento_q1_2024,/webinar/integracao-erp-ao-vivo,50,2024-01-29,0,
LEAD-005583,ACC-00507,contato5582@sampaiocâmar.com.br,paid_search,SES-00074013,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,15,2024-01-29,0,
LEAD-005584,ACC-01737,contato5583@aragão.com.br,organic_search,SES-00072347,google,organic,,/lp/demo-gratis,45,2024-01-29,0,
LEAD-005585,ACC-01047,contato5584@dacunha-me.com.br,meta_ads,SES-00106954,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,35,2024-01-29,0,
LEAD-005586,ACC-00229,contato5585@aparecidaand.com.br,meta_ads,SES-00046429,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,24,2024-01-29,0,
LEAD-005587,ACC-00745,contato5586@correia-me.net.br,meta_ads,SES-00016640,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,20,2024-01-29,0,
LEAD-005588,ACC-01247,contato5587@marquesmorae.com.br,meta_ads,SES-00018675,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,31,2024-01-29,0,
LEAD-005589,ACC-01910,contato5588@fonsecarios-.org.br,paid_search,SES-00137380,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,32,2024-01-29,0,
LEAD-005590,ACC-00426,contato5589@cunha.com.br,organic_search,SES-00104016,google,organic,(not set),/lp/demo-gratis,23,2024-01-29,0,
LEAD-005591,ACC-00880,contato5590@andrade.org.br,organic_search,SES-00142275,google,organic,(none),/lp/demo-gratis,47,2024-01-29,0,
LEAD-005592,ACC-00289,contato5591@pereiracassi.net.br,email_marketing,SES-00130245,email,email,campanha_email_01-2024,/webinar/integracao-erp-ao-vivo,41,2024-01-29,0,
LEAD-005593,ACC-00667,contato5592@camposalbuqu.net.br,organic_search,SES-00042470,google,organic,(not set),/lp/demo-gratis,28,2024-01-29,0,
LEAD-005594,ACC-00500,contato5593@almeida.org.br,organic_search,SES-00047804,google,organic,,/lp/demo-gratis,48,2024-01-29,0,
LEAD-005595,ACC-00089,contato5594@darosaltda..com.br,meta_ads,SES-00052623,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,17,2024-01-29,0,
LEAD-005596,ACC-00853,contato5595@sánogueiras/.com.br,paid_search,SES-00041365,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,48,2024-01-29,0,
LEAD-005597,ACC-01965,contato5596@cardoso-ei.com.br,paid_search,SES-00145982,google,cpc,pesquisa_concorrentes_q1_2024,/lp/roi-calculator,33,2024-01-30,0,
LEAD-005598,ACC-01217,contato5597@viana.org.br,direct,SES-00132096,(direct),(none),(direct),/lp/comparativo-erp,13,2024-01-30,0,
LEAD-005599,ACC-00251,contato5598@rezendeefilh.net.br,meta_ads,SES-00127576,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,34,2024-01-30,0,
LEAD-005600,ACC-01159,contato5599@dapaz.net.br,meta_ads,SES-00027456,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,12,2024-01-30,0,
LEAD-005601,ACC-01842,contato5600@albuquerquel.net.br,linkedin_ads,SES-00032631,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,50,2024-01-30,0,
LEAD-005602,ACC-00900,contato5601@pimenta.com.br,linkedin_ads,SES-00033717,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,28,2024-01-30,0,
LEAD-005603,ACC-01979,contato5602@pereiras.a..com.br,direct,SES-00147508,(direct),(none),,/lp/comparativo-erp,31,2024-01-30,0,
LEAD-005604,ACC-01771,contato5603@sales.com.br,linkedin_ads,SES-00046704,linkedin,paid_social,linkedin_prospecao_q1_2024,/lp/comparativo-erp,54,2024-01-30,0,
LEAD-005605,ACC-01811,contato5604@moreira.com.br,paid_search,SES-00012494,google,cpc,google_branded_2024,/lp/roi-calculator,27,2024-01-30,0,
LEAD-005606,ACC-00090,contato5605@martins.com.br,email_marketing,SES-00004945,email,email,campanha_email_01-2024,/webinar/integracao-erp-ao-vivo,33,2024-01-30,0,
LEAD-005607,ACC-00262,contato5606@oliveira.org.br,webinar_evento,SES-00005047,webinar,evento,bf-23,/lp/demo-gratis,39,2024-01-30,0,
